"|","|__i","|__lc","|__m","|__n","|__ri","|__rm","|__rn","|__sc","|__t","|__time"
"1530495960143","111334216600966526477","0","hii (sent from Lower Parel Stn.)","Heman Shetty","","","","1","02 Jul 07:16 AM","1530495960143"
"1530496010673","111334216600966526477","0","hii (sent from Lower Parel Stn.)","Heman Shetty","","","","0","02 Jul 07:16 AM","1530496010673"
"1530496163161","109184214127388685770","0","where is khoop ki to cstm train (sent from Badlapur Stn.)","Suraj S","","","","0","02 Jul 07:19 AM","1530496163161"
"1530496300829","105497051127277101432","0","hi (sent from Ambernath)","Rupesh Patil","","","","0","02 Jul 07:21 AM","1530496300829"
"1530496303173","110463589824307199977","1","@@shikkuumar contact CSMT RAILWAY OFFICE IMMIDIETE,  (sent from Kalva)","Siddharth Sawant","","","","0","02 Jul 07:21 AM","1530496303173"
"1530496376758","112296826774051105743","0","trains update ky h","Lavesh Ballal","","","","0","02 Jul 07:22 AM","1530496376758"
"1530496418584","105497051127277101432","0","hi (sent from Ambernath)","Rupesh Patil","","","","0","02 Jul 07:23 AM","1530496418584"
"1530496435254","115699780752411963381","0","trains properly working  (sent from Dombivli)","Kaushal Pevekar","","","","0","02 Jul 07:23 AM","1530496435254"
"1530496459581","105497051127277101432","0","ok (sent from Ambernath)","Rupesh Patil","","","","0","02 Jul 07:24 AM","1530496459581"
"1530496460879","115699780752411963381","0","....???? (sent from Dombivli)","Kaushal Pevekar","","","","0","02 Jul 07:24 AM","1530496460879"
"1530496466143","112296826774051105743","0","ok","Lavesh Ballal","","","","0","02 Jul 07:24 AM","1530496466143"
"1530496466524","109384688986665102861","0","Karjat 7:30 on time or not (sent from Airoli Stn.)","manoj madhavi","","","","0","02 Jul 07:24 AM","1530496466524"
"1530496470106","101455931594854152543","0","ट्रेन चालू हे क्या (sent from Vikhroli)","Vivek Rana","","","","0","02 Jul 07:24 AM","1530496470106"
"1530496589259","101903733458246621714","0","due to critical accident in central  line train are late (sent from Santa Cruz)","Iŋterŋatııoŋal Shaııta'ŋ","","","","2","02 Jul 07:26 AM","1530496589259"
"1530496599215","109905504093040200075","1","Kalyan to dadar  (sent from Dombivli)","Narottam Thakker","","","","1","02 Jul 07:26 AM","1530496599215"
"1530496613404","114944718536083024024","0","exp","Taufeek Khan","","","","0","02 Jul 07:26 AM","1530496613404"
"1530496614417","103064294121430909485","1","hii, karjat-cst fast local is on Bhivpuri Road station (sent from Bhivpuriroad Stn.)","Roshani Pol","","","","1","02 Jul 07:26 AM","1530496614417"
"1530496625509","113878202217081983187","0","hi (sent from Ambernath)","YOGE BEAR","","","","1","02 Jul 07:27 AM","1530496625509"
"1530496713107","111144942487450949477","2","what accident and where ? (sent from Thakurli)","Dombivli User","101903733458246621714","due to critical accident in central  line train are late (sent from Santa Cruz)","Iŋterŋatııoŋal Shaııta'ŋ","0","02 Jul 07:28 AM","1530496713107"
"1530496743962","111122692356600105696","0","hi","Pankaj Bauskar","","","","0","02 Jul 07:29 AM","1530496743962"
"1530496751130","110096783169550825740","2","train r late from ulhasnagar (sent from Thane Stn.)","Ridhi Kewalya","","","","0","02 Jul 07:29 AM","1530496751130"
"1530496751488","101903733458246621714","0","ambernath (sent from Santa Cruz)","Iŋterŋatııoŋal Shaııta'ŋ","","","","0","02 Jul 07:29 AM","1530496751488"
"1530496777594","111144942487450949477","1","what happened ..? (sent from Thakurli)","Dombivli User","101903733458246621714","ambernath (sent from Santa Cruz)","Iŋterŋatııoŋal Shaııta'ŋ","0","02 Jul 07:29 AM","1530496777594"
"1530496785263","100049661130479126835","2","cstm to Kasara status please  (sent from Kalyan)","Aliasgar Gulmaliwala","","","","0","02 Jul 07:29 AM","1530496785263"
"1530496800035","107778301860104523879","0","panchwati express chalu ahe ka","Deepak Khatale","","","","0","02 Jul 07:30 AM","1530496800035"
"1530496833795","105725776187941601007","0","what happend???? (sent from Mumbra)","mangesh bawlekar","","","","0","02 Jul 07:30 AM","1530496833795"
"1530496866916","106031529316390795208","0","6 15 badlapur csmt slow delay by 15 min (sent from Mulund Stn.)","Shailesh Khale","","","","0","02 Jul 07:31 AM","1530496866916"
"1530496932871","116960470564778362418","0","Asangaon fast on time?? (sent from Bhandup Stn.)","yadnesh birla","","","","0","02 Jul 07:32 AM","1530496932871"
"1530497194723","113110607316688298969","0","7:43 Khopoli  (sent from Dadar Stn.)","Ketan Karadkar","","","","0","02 Jul 07:36 AM","1530497194723"
"1530497206682","109271563654504840406","1","what accident happened? can't see anything on news  (sent from Dombivli Stn.)","Atharva Joglekar","","","","0","02 Jul 07:36 AM","1530497206682"
"1530497380323","103064294121430909485","2","karjat-csmt train is running on shelu (sent from Shelu)","Roshani Pol","","","","0","02 Jul 07:39 AM","1530497380323"
"1530497548772","110857624784520884834","0","नमस्कार ","Chandrashekhar Joshi","","","","0","02 Jul 07:42 AM","1530497548772"
"1530497589201","110857624784520884834","1","डोंबिवली ते ठाणे गाड्यांची सद्य स्थिती काय आहे ","Chandrashekhar Joshi","","","","2","02 Jul 07:43 AM","1530497589201"
"1530497614343","105569250508489303221","0"," ते ट्रेन कुठे आहे (sent from Thane Stn.)","milind bane","","","","0","02 Jul 07:43 AM","1530497614343"
"1530497819395","109379652657258203882","0","yesss (sent from Tilak Nagar Stn.)","Abhishek Palav","118026390362072659729","Hey central line working fine?? (sent from Elphinstone Road Stn.)","Rupalita Sahoo","0","02 Jul 07:46 AM","1530497819395"
"1530497824114","106338684253661778794","0","12860 (sent from Currey Road)","Sarabindu Maity","","","","0","02 Jul 07:47 AM","1530497824114"
"1530498025517","104896767339252548129","2","trains r on time ?","Karishma Shedge","","","","0","02 Jul 07:50 AM","1530498025517"
"1530498045033","100061423786445624810","0","khopoli train kuthe aahe ","Prashant Mahadik","","","","0","02 Jul 07:50 AM","1530498045033"
"1530498061204","112691304213255030748","1","khopoli train status (sent from Karjat Stn.)","smita patil","","","","0","02 Jul 07:51 AM","1530498061204"
"1530498087401","100061423786445624810","0","kk ","Prashant Mahadik","","","","0","02 Jul 07:51 AM","1530498087401"
"1530498088496","117075201912128567770","2","trains r running on time 👍","Minakshee Nagaonkar","","","","0","02 Jul 07:51 AM","1530498088496"
"1530498123722","100061423786445624810","1","ty ","Prashant Mahadik","","","","0","02 Jul 07:52 AM","1530498123722"
"1530498264140","108959548597395248709","1","cat to Kasara train , send from basins ßtation (sent from Vasind Stn.)","Raushan Kumar","","","","0","02 Jul 07:54 AM","1530498264140"
"1530498513960","110857624784520884834","0","ओके  (sent from Dombivli Stn.)","Chandrashekhar Joshi","","","","0","02 Jul 07:58 AM","1530498513960"
"1530498519660","110857624784520884834","0","ओके  (sent from Dombivli Stn.)","Chandrashekhar Joshi","","","","0","02 Jul 07:58 AM","1530498519660"
"1530498578173","100466918682901303778","1","10103 Mumbai - Madgaon Mandovi Express left from pf.no.5 (sent from Thane Stn.)","Atharva Kadegaonkar","","","","0","02 Jul 07:59 AM","1530498578173"
"1530498612228","100466918682901303778","0","7:59am DADAR Semi-FAST local arrived on pf.no.4 (sent from Thane Stn.)","Atharva Kadegaonkar","","","","0","02 Jul 08:00 AM","1530498612228"
"1530498640243","100466918682901303778","0","7:59am ASANGAON Slow local arrived on pf.no.2 (sent from Thane Stn.)","Atharva Kadegaonkar","","","","0","02 Jul 08:00 AM","1530498640243"
"1530498698996","101476880841195748195","1","8.27 cstm kuthe aahe (sent from Badlapur)","sudhir mohan","","","","0","02 Jul 08:01 AM","1530498698996"
"1530498789363","100466918682901303778","0","8:05am KALYAN FAST local arrived EARLY on pf.no.5 (sent from Thane Stn.) ","Atharva Kadegaonkar","","","","1","02 Jul 08:03 AM","1530498789363"
"1530498797096","110198496680731038298","0","बदलापूर ते ठाणे ट्रेन वेळेवर आहेत ना ?? (sent from Sanpada Stn.)","Vikas Khade","","","","0","02 Jul 08:03 AM","1530498797096"
"1530498838842","100466918682901303778","0","7:52am CSMT FAST local arrived on pf.no.6 (sent from Thane Stn.)","Atharva Kadegaonkar","","","","1","02 Jul 08:03 AM","1530498838842"
"1530498907371","100466918682901303778","0","8:03am CSMT Semi-FAST local arriving on pf.no.4 (sent from Thane Stn.)","Atharva Kadegaonkar","","","","0","02 Jul 08:05 AM","1530498907371"
"1530498934862","100466918682901303778","8","FAST local 5 to 7 minutes late","Atharva Kadegaonkar","110198496680731038298","बदलापूर ते ठाणे ट्रेन वेळेवर आहेत ना ?? (sent from Sanpada Stn.)","Vikas Khade","0","02 Jul 08:05 AM","1530498934862"
"1530498965119","100466918682901303778","0","7:56am CSMT FAST local arrived on pf.no.6 (sent from Thane Stn.)","Atharva Kadegaonkar","","","","0","02 Jul 08:06 AM","1530498965119"
"1530499022599","116520379061230703392","1","hi (sent from Vikhroli)","Nitin Sutar","","","","0","02 Jul 08:07 AM","1530499022599"
"1530499185899","100466918682901303778","2","8:10am KHOPOLI FAST local arrived EARLY on pf.no.5 (sent from Thane Stn.)","Atharva Kadegaonkar","","","","0","02 Jul 08:09 AM","1530499185899"
"1530499249454","104825611255899394438","0","6 53 train is right on a dadar ","akash powar","","","","0","02 Jul 08:10 AM","1530499249454"
"1530499395759","115596933313084207799","2","15017 कसारा कब तक पहुचेगी","Jaiprakash Shukla","","","","0","02 Jul 08:13 AM","1530499395759"
"1530499532337","113746318122657511980","0","8.07 badalapur any onfo","Dipraj Patil","","","","0","02 Jul 08:15 AM","1530499532337"
"1530499579392","114126251175585007801","1","is this train issue on fast line central from thane to csmt","ashish waghmare","","","","1","02 Jul 08:16 AM","1530499579392"
"1530499712065","116317752207614895413","0","what the train rent for freesties of cancer?  ","mehedi hasan","","","","0","02 Jul 08:18 AM","1530499712065"
"1530499793450","111428110645117861409","0","Hii (sent from Atgan Stn.)","Sushant Pande","","","","0","02 Jul 08:19 AM","1530499793450"
"1530499921739","102202008734481918923","1","8.14 CSMT local on thakurli still not came..kya hua.. (sent from Thakurli Stn.)","Vilas Kulkarni","","","","0","02 Jul 08:22 AM","1530499921739"
"1530499983736","113534015542200772225","0","Is't True?","Kumar Cartoon","100466918682901303778","8:10am KHOPOLI FAST local arrived EARLY on pf.no.5 (sent from Thane Stn.)","Atharva Kadegaonkar","0","02 Jul 08:23 AM","1530499983736"
"1530500027909","112229558927784916992","0","tapovan express ","IRFANODDIN SHAIKH","","","","0","02 Jul 08:23 AM","1530500027909"
"1530500064860","112229558927784916992","0","tapovan express dadar to jalna ","IRFANODDIN SHAIKH","","","","0","02 Jul 08:24 AM","1530500064860"
"1530500094689","108012793237344487382","1","dadar to thane train is running on time or late ? (sent from Virar)","vishal sodvadiya","","","","0","02 Jul 08:24 AM","1530500094689"
"1530500337230","100657693471349495779","0","1 class pass virar to andheri ka Kya price hai (sent from Nalla Sopara)","Jyoti Singh","","","","0","02 Jul 08:28 AM","1530500337230"
"1530500363888","118326259111009218407","0","8.27 am Karjat to CSMT Departing now (sent from Karjat Stn.)","JITENDRA DARNE","","","","0","02 Jul 08:29 AM","1530500363888"
"1530500445594","117634122847632546726","0","khopoli train..? (sent from Shahad)","Laveen Israni","","","","0","02 Jul 08:30 AM","1530500445594"
"1530500507188","114312540891364756226","0"," M indicator pe dekho na (sent from Titwala Stn.)","Jeevan Pawar","100657693471349495779","1 class pass virar to andheri ka Kya price hai (sent from Nalla Sopara)","Jyoti Singh","0","02 Jul 08:31 AM","1530500507188"
"1530500577281","110422961455996265237","0","why today train late  (sent from Badlapur)","Visnde Ka","","","","0","02 Jul 08:32 AM","1530500577281"
"1530500625013","109764515233699372617","0","Csmt ? (sent from Thane Stn.)","Saumya Tiwari","","","","0","02 Jul 08:33 AM","1530500625013"
"1530500672847","118324802486275760130","1","trains are on tym. or late?  (sent from Ulhas Nagar)","Aaki Savani","","","","0","02 Jul 08:34 AM","1530500672847"
"1530500906203","117679496825566569784","0","mala thane varun pimpri la jayach aahe konti train pakdu","Jitendra Chavan","","","","0","02 Jul 08:38 AM","1530500906203"
"1530500925504","117679496825566569784","0","kiti chi va konti train aahe","Jitendra Chavan","","","","0","02 Jul 08:38 AM","1530500925504"
"1530501039313","111518870356325902806","0","csmt fast ","cheenu upadhyay","","","","0","02 Jul 08:40 AM","1530501039313"
"1530501140210","111518870356325902806","1","pl. tell me","cheenu upadhyay","","","","0","02 Jul 08:42 AM","1530501140210"
"1530501462155","105984757501539285896","0","hi , are central trains up towards CSMT running late...","nikhil nille","","","","0","02 Jul 08:47 AM","1530501462155"
"1530501525145","103886679481187616825","0","Coach position of 11301 (sent from Kalyan Stn.)","mathew francis","","","","0","02 Jul 08:48 AM","1530501525145"
"1530501873340","100678804603150842069","55","please start from self.... Do not cross track,  Do not have Ghutkha or pan masala while travelling in train,  Do not spit in train,  Think of others while people getting down from train,  Help other to guide if some one need information of  Railway stops.... kindly start from self it will help other (sent from Dadar Stn.)","joseph pinto","","","","0","02 Jul 08:54 AM","1530501873340"
"1530502175822","104281852112351579121","0","status of CSMT slow locsls","Mohammed Haris","","","","0","02 Jul 08:59 AM","1530502175822"
"1530502553387","104007723922392853457","0","hi","mohit kedia","","","","0","02 Jul 09:05 AM","1530502553387"
"1530502661599","100958604485253713208","1","hello","Murli Vanjani","","","","1","02 Jul 09:07 AM","1530502661599"
"1530502917565","110320124233413395625","0","hello  (sent from Thane)","SHRIMANT Kembhavi","","","","0","02 Jul 09:11 AM","1530502917565"
"1530502967984","107780222434597958183","0","dadar","LKP System","","","","0","02 Jul 09:12 AM","1530502967984"
"1530502969669","104007723922392853457","0","how r u guyz","mohit kedia","","","","0","02 Jul 09:12 AM","1530502969669"
"1530503114332","105850958266624463286","1","hi, what is the status of trains going towards CSMT....","Hamid Pawaskar","","","","0","02 Jul 09:15 AM","1530503114332"
"1530503408210","107127576071873154604","1","where is the kasara train (sent from Mulund)","Navnath Garje","","","","0","02 Jul 09:20 AM","1530503408210"
"1530503452676","107317254647656306097","0","bsl","madhukar kirange","","","","0","02 Jul 09:20 AM","1530503452676"
"1530503761522","117969337546509932468","0","hii","technical sumit","","","","0","02 Jul 09:26 AM","1530503761522"
"1530503777277","113303917812811595308","1","hii (sent from Ulhas Nagar)","sai jadhav","","","","0","02 Jul 09:26 AM","1530503777277"
"1530503798992","116401493852787919250","0","Roj Ka Ch*yapa trains are late daily (sent from Vikhroli Stn.)","venky nadar","","","","0","02 Jul 09:26 AM","1530503798992"
"1530503836503","113303917812811595308","2","rain season (sent from Ulhas Nagar)","sai jadhav","","","","0","02 Jul 09:27 AM","1530503836503"
"1530503875772","108203400845542011215","0","matheran  (sent from Nalla Sopara)","arihant studio","","","","0","02 Jul 09:27 AM","1530503875772"
"1530504070838","118170566186312877011","1","kya ji aj 9:30 pe badlapur to kalyan koi fast hai (sent from Badlapur)","Prince Rajput","","","","0","02 Jul 09:31 AM","1530504070838"
"1530504291461","110657911504884124508","0","central line 10 tp 15 min late (sent from Ghatkopar Stn.)","Rajendra Narawde","","","","0","02 Jul 09:34 AM","1530504291461"
"1530504331371","102098072651137031948","0","asangaon thane train running late? (sent from Thakurli Stn.)","Paresh Borole","","","","0","02 Jul 09:35 AM","1530504331371"
"1530504497011","111789110575655548285","1","what about Thane local train (sent from Dombivli Stn.)","velvinod pillai","","","","0","02 Jul 09:38 AM","1530504497011"
"1530504570826","101373569728214699666","4","11073.ltt.to.mas (sent from Vikhroli)","Ramdular Prasad","","","","0","02 Jul 09:39 AM","1530504570826"
"1530505114051","112567434769479596380","2","Where is 9:35 (From Kalyan) Kasara train ?? (sent from Ulhas Nagar)","Anuj Kulkarni","","","","0","02 Jul 09:48 AM","1530505114051"
"1530505687041","103989624302763984410","1","virar to dadar 10.30 ki","Zishan Ask","","","","0","02 Jul 09:58 AM","1530505687041"
"1530505917414","102935087722407590748","1","charni road to aadheri station go train (sent from Charni Road)","Navin Jain","","","","0","02 Jul 10:01 AM","1530505917414"
"1530505946139","102935087722407590748","0","reply (sent from Charni Road)","Navin Jain","102935087722407590748","charni road to aadheri station go train (sent from Charni Road)","Navin Jain","0","02 Jul 10:02 AM","1530505946139"
"1530506030041","111046044645767285113","0","hi","Nishant Prajapati","","","","0","02 Jul 10:03 AM","1530506030041"
"1530506065990","116647629700448470161","0","any update 9.29 Badlapur train halt more than 15 minutes   (sent from Kalyan Stn.)","Bhausaheb Giranje","","","","0","02 Jul 10:04 AM","1530506065990"
"1530506114401","115402289637560603858","0","ambernath to cst (sent from Ambernath)","Shainaz Shah","","","","0","02 Jul 10:05 AM","1530506114401"
"1530506123310","113180200518797668280","0","what happened at central rote (sent from Kalyan Stn.)","subhash jain","","","","0","02 Jul 10:05 AM","1530506123310"
"1530506233861","113180200518797668280","0","deatail for 9.29 badlapur to cst update pls (sent from Kalyan Stn.)","subhash jain","","","","0","02 Jul 10:07 AM","1530506233861"
"1530506347317","113180200518797668280","0","why stop near kalyan of 9.29 badlapur to cst  (sent from Kalyan Stn.)","subhash jain","","","","0","02 Jul 10:09 AM","1530506347317"
"1530506347435","118211038671020929976","1","what is problem at kalyan towards csmt end.fast train stopped for ten minutes","Dnyaneshwar Khade","","","","0","02 Jul 10:09 AM","1530506347435"
"1530506384977","101887669588325111913","1","9.50 CST fast at Kalyan standing outside Kalyan station since last 15 mins","Swaroop Khadilkar","","","","0","02 Jul 10:09 AM","1530506384977"
"1530506401685","116190828553413100318","0","hi (sent from Kalyan Stn.)","Ravindra Bhivasane","","","","0","02 Jul 10:10 AM","1530506401685"
"1530506456941","107072433196003625530","0","10:10thane available at platform number 2 (sent from Kalyan Stn.)","DO YOU KNOW","","","","0","02 Jul 10:10 AM","1530506456941"
"1530506464529","106888825209780939732","0","what problem at kalyan (sent from Kalyan Stn.)","sanket neve","","","","0","02 Jul 10:11 AM","1530506464529"
"1530506479099","107084523917630099528","2","9.29 Badlapur is stopped outsiede Kalyan Station since last 10 odd minutes. What is the problem ahead ? (sent from Kalyan Stn.)","vicky rajdev","","","","0","02 Jul 10:11 AM","1530506479099"
"1530506487816","114378361652348140129","1","some issue in Kalyan-thane fast track. (sent from Thane Stn.)","Animesh Patel","","","","0","02 Jul 10:11 AM","1530506487816"
"1530506555817","104744637441345255335","1","why is train halted at Kalyan station?","Vinaykumar Pandey","","","","0","02 Jul 10:12 AM","1530506555817"
"1530506579189","114378361652348140129","0","as per info track is damage. (sent from Kalyan Stn.)","Animesh Patel","","","","0","02 Jul 10:12 AM","1530506579189"
"1530506619050","102245369708027181514","0","track kaha damage hai (sent from Thane Stn.)","pankaj more","","","","0","02 Jul 10:13 AM","1530506619050"
"1530506678784","116950877166878291636","0","where track has been damaged  (sent from Shahad)","Kumud Dumbre","","","","0","02 Jul 10:14 AM","1530506678784"
"1530506679491","102054186759072857375","0","any issue between Kalyan to Dombivali","aniket jawalkar","","","","0","02 Jul 10:14 AM","1530506679491"
"1530506679743","103140432550726655267","0","alipesten road (sent from Bandra Stn.)","sawan razz","","","","0","02 Jul 10:14 AM","1530506679743"
"1530506698937","104311077665236388174","1","what happend in kalyan stn platform no 7  (sent from Kalyan Stn.)","Kiran kadu","","","","0","02 Jul 10:14 AM","1530506698937"
"1530506753200","114814251530933115246","0","what about central line train (sent from Kalyan Stn.)","trilok nath","","","","0","02 Jul 10:15 AM","1530506753200"
"1530506755257","105365220436733577848","0","plz update the current status  (sent from Kalyan Stn.)","Noor Shaikh","","","","0","02 Jul 10:15 AM","1530506755257"
"1530506760246","100230303685090159593","0","are slow trains running between badlapur to thane (sent from Ulhas Nagar)","Shaikh Taisin","","","","0","02 Jul 10:16 AM","1530506760246"
"1530506763417","112494574854062442926","2","any issue between Kalyan and Dombivli (sent from Kalyan Stn.)","vipin thakur","","","","0","02 Jul 10:16 AM","1530506763417"
"1530506781099","114638151311101023787","16","track is broken between kalyan & dombivli 9.29 badlapur fast haunted ahead of kalyan station from last 20 mins (sent from Kalyan)","jatin mansukhani","","","","2","02 Jul 10:16 AM","1530506781099"
"1530506796270","114638151311101023787","0","haulted (sent from Kalyan)","jatin mansukhani","","","","0","02 Jul 10:16 AM","1530506796270"
"1530506798011","116950877166878291636","0","9.29 badlapur train stopped after kalyan more than 15-20 min, does anyone have idea what is the issue after kalyan on fast track  (sent from Shahad)","Kumud Dumbre","","","","0","02 Jul 10:16 AM","1530506798011"
"1530506800620","116302066940691137171","1","ab samay aa Gaya hai central railway Ko private company ke hath me dene ka (sent from Kalyan Stn.)","Dinesh Gupta","","","","0","02 Jul 10:16 AM","1530506800620"
"1530506812104","116065689982472972336","0","kya hua between kalyan to dombivali (sent from Kalyan Stn.)","Atish Jadhav","","","","0","02 Jul 10:16 AM","1530506812104"
"1530506820589","110235642507735875847","0","is there any problem at kalyan (sent from Kalyan Stn.)","Ramesh Bhande","","","","0","02 Jul 10:17 AM","1530506820589"
"1530506824040","111065182539581866224","1"," Dedo","AJIT PARAB","","","","0","02 Jul 10:17 AM","1530506824040"
"1530506826097","112875655104073504072","0","h (sent from Kalyan Stn.)","Yogesh Gajre","","","","0","02 Jul 10:17 AM","1530506826097"
"1530506832839","111916282715975048779","0","9:50 from ulhasnagar train is standing at kalyan from 15 mins (sent from Kalyan Stn.)","Prashant Manghani","","","","0","02 Jul 10:17 AM","1530506832839"
"1530506836518","106408836102019709462","0","m indicator  should comment about problem it will always help ","Dinesh Kukreja","","","","0","02 Jul 10:17 AM","1530506836518"
"1530506847300","111224298402910459854","0","why trains r not moving from kalyan  (sent from Kalyan Stn.)","ratna singh","","","","0","02 Jul 10:17 AM","1530506847300"
"1530506853892","117643491167321681319","0","Train is stuck at Kalyan. not moving since 10-15 min (sent from Kalyan Stn.)","Vishal Sutar","","","","0","02 Jul 10:17 AM","1530506853892"
"1530506855991","116821842672289599759","0","hi (sent from Shahad)","krishna murthy","","","","0","02 Jul 10:17 AM","1530506855991"
"1530506862887","101856065537457229203","1","9.29 trn from badlapur stuck near Kalyan and thakurli from past half an hour (sent from Kalyan Stn.)","Nitish Makkar","","","","0","02 Jul 10:17 AM","1530506862887"
"1530506867742","116821842672289599759","0","good morning (sent from Shahad)","krishna murthy","","","","0","02 Jul 10:17 AM","1530506867742"
"1530506883121","110235642507735875847","0","9.29 also stop at kakyan (sent from Kalyan Stn.)","Ramesh Bhande","","","","0","02 Jul 10:18 AM","1530506883121"
"1530506887931","110365653246555963308","0","what railway is announcing  (sent from Kalyan Stn.)","Chandrakant .Mahajan","","","","0","02 Jul 10:18 AM","1530506887931"
"1530506894752","117643491167321681319","0","what has happened? (sent from Kalyan Stn.)","Vishal Sutar","","","","0","02 Jul 10:18 AM","1530506894752"
"1530506894983","109125361670177250862","0","mail bheja iske pehle  (sent from Kalyan Stn.)","Sachin Singh","","","","0","02 Jul 10:18 AM","1530506894983"
"1530506902137","112691679115994715371","1","9.29 badlapur-Cst ... Stuck in Kalyan (csmt end) more than 20-25 min  (sent from Kalyan Stn.)","Prashant Dhole","","","","0","02 Jul 10:18 AM","1530506902137"
"1530506914797","102462538865212057227","0","wht happen at Kalyan.. station (sent from Tilak Nagar Stn.)","Rajkumar Moota","","","","0","02 Jul 10:18 AM","1530506914797"
"1530506928953","106541488940544828807","0","what is the issue ? (sent from Ambernath Stn.)","yusara khan","","","","0","02 Jul 10:18 AM","1530506928953"
"1530506932691","109125361670177250862","0","mail proper chalana hai railway ko what abt locals  (sent from Kalyan Stn.)","Sachin Singh","","","","0","02 Jul 10:18 AM","1530506932691"
"1530506937885","107625498605064233560","1","hii (sent from Shahad)","Manoj Kamble","","","","0","02 Jul 10:18 AM","1530506937885"
"1530506938041","110235925199865619267","0","thakurli trak problem on fast trak (sent from Kalyan Stn.)","sukhadeo phadtare","","","","0","02 Jul 10:18 AM","1530506938041"
"1530506941447","105365220436733577848","0","plz M-indicater update the status behind this situation .. (sent from Kalyan Stn.)","Noor Shaikh","","","","0","02 Jul 10:19 AM","1530506941447"
"1530506941756","113482530619062299566","1","what is problem on kalyan station towards CST line (sent from Kalyan Stn.)","Mandar Sadgir","","","","0","02 Jul 10:19 AM","1530506941756"
"1530506951436","105993462737888076138","1","why 9.29 Badlapur train stop at kalyan last 25 min (sent from Kalyan Stn.)","sarika palav","","","","0","02 Jul 10:19 AM","1530506951436"
"1530506951558","116821842672289599759","0","Badlapur to cstm 9.29 is stopped after Kalyan for the last 20 min, anybody know reason (sent from Kalyan Stn.)","krishna murthy","","","","0","02 Jul 10:19 AM","1530506951558"
"1530506967754","117643491167321681319","1","Is Badlapur 2:29 train gonna move? (sent from Kalyan Stn.)","Vishal Sutar","","","","0","02 Jul 10:19 AM","1530506967754"
"1530506971596","118319357109514239200","1","train stuck before kalyan station (sent from Kalyan Stn.)","Yugandhar Bhamare","","","","0","02 Jul 10:19 AM","1530506971596"
"1530506975552","117643491167321681319","1","9:29* (sent from Kalyan Stn.)","Vishal Sutar","","","","0","02 Jul 10:19 AM","1530506975552"
"1530506991951","118069868692467889830","2","no body know what happened (sent from Kalyan Stn.)","santosh zeple","","","","0","02 Jul 10:19 AM","1530506991951"
"1530507005342","117324844780236873054","1","udpi to pune time table","bakwas h sab","","","","0","02 Jul 10:20 AM","1530507005342"
"1530507005635","118319357109514239200","1","can someone update what is the issue ? (sent from Kalyan Stn.)","Yugandhar Bhamare","","","","0","02 Jul 10:20 AM","1530507005635"
"1530507013249","102904187220151689170","2","no bdy know (sent from Kalyan Stn.)","Rahul Ahire","","","","0","02 Jul 10:20 AM","1530507013249"
"1530507016262","117889520851170513751","1","9.50 from kalyan stuck in kalyan only (sent from Kalyan Stn.)","Jagruti chaudhari","","","","0","02 Jul 10:20 AM","1530507016262"
